Dataset, #TrainingRelease, %Training, %Defective in training,%Defective in testing, Classifier, Balancing, Feature Selection, Sensitivity, TP, FP, TN, FN, Precision,Recall, AUC, Kappa
ZOOKEEPER,21,0.878357,0.124101,0.163462,Ibk,Undersampling,No,Sensitive learning,61,135,300,24,0.311224,0.717647,0.704476,0.267021
ZOOKEEPER,22,0.937035,0.126566,0.277778,Random Forest,Undersampling,No,Sensitive learning,150,252,151,5,0.373134,0.967742,0.818130,0.229770
ZOOKEEPER,22,0.937035,0.126566,0.277778,Naive Bayes,Undersampling,No,Sensitive learning,83,42,361,72,0.664000,0.535484,0.813007,0.458575
ZOOKEEPER,22,0.937035,0.126566,0.277778,Ibk,Undersampling,No,Sensitive learning,110,318,85,45,0.257009,0.709677,0.460298,-0.051497
ZOOKEEPER,1,0.021778,0.181347,0.131579,Random Forest,Smote,No,No,9,18,180,21,0.333333,0.300000,0.691498,0.218354
ZOOKEEPER,1,0.021778,0.181347,0.131579,Naive Bayes,Smote,No,No,7,14,184,23,0.333333,0.233333,0.773906,0.186343
ZOOKEEPER,1,0.021778,0.181347,0.131579,Ibk,Smote,No,No,8,37,161,22,0.177778,0.266667,0.571380,0.065833
ZOOKEEPER,2,0.047506,0.154394,0.092105,Random Forest,Smote,No,No,2,0,207,19,1.000000,0.095238,0.474810,0.160465
ZOOKEEPER,2,0.047506,0.154394,0.092105,Naive Bayes,Smote,No,No,0,3,204,21,0.000000,0.000000,0.403842,-0.023569
ZOOKEEPER,2,0.047506,0.154394,0.092105,Ibk,Smote,No,No,3,41,166,18,0.068182,0.142857,0.489073,-0.037003
ZOOKEEPER,3,0.073234,0.132512,0.151079,Random Forest,Smote,No,No,20,38,198,22,0.344828,0.476190,0.693402,0.272505
ZOOKEEPER,3,0.073234,0.132512,0.151079,Naive Bayes,Smote,No,No,22,27,209,20,0.448980,0.523810,0.722962,0.383156
ZOOKEEPER,3,0.073234,0.132512,0.151079,Ibk,Smote,No,No,20,74,162,22,0.212766,0.476190,0.586864,0.107783
ZOOKEEPER,4,0.104604,0.138080,0.109541,Random Forest,Smote,No,No,10,12,240,21,0.454545,0.322581,0.785330,0.315072
ZOOKEEPER,4,0.104604,0.138080,0.109541,Naive Bayes,Smote,No,No,14,21,231,17,0.400000,0.451613,0.846774,0.348558
ZOOKEEPER,4,0.104604,0.138080,0.109541,Ibk,Smote,No,No,19,159,93,12,0.106742,0.612903,0.493280,-0.005861
ZOOKEEPER,5,0.136538,0.131405,0.194079,Random Forest,Smote,No,No,23,7,238,36,0.766667,0.389831,0.806607,0.444123
ZOOKEEPER,5,0.136538,0.131405,0.194079,Naive Bayes,Smote,No,No,23,15,230,36,0.605263,0.389831,0.789277,0.379939
ZOOKEEPER,5,0.136538,0.131405,0.194079,Ibk,Smote,No,No,28,84,161,31,0.250000,0.474576,0.560325,0.098225
ZOOKEEPER,6,0.170842,0.143989,0.072368,Random Forest,Smote,No,No,0,0,282,22,NaN,0.000000,0.657237,0.000000
ZOOKEEPER,6,0.170842,0.143989,0.072368,Naive Bayes,Smote,No,No,6,18,264,16,0.250000,0.272727,0.693182,0.200495
ZOOKEEPER,6,0.170842,0.143989,0.072368,Ibk,Smote,No,No,0,0,282,22,NaN,0.000000,0.493230,0.000000
ZOOKEEPER,7,0.205146,0.132013,0.152738,Random Forest,Smote,No,No,17,24,270,36,0.414634,0.320755,0.760172,0.263582
ZOOKEEPER,7,0.205146,0.132013,0.152738,Naive Bayes,Smote,No,No,24,29,265,29,0.452830,0.452830,0.820883,0.354191
ZOOKEEPER,7,0.205146,0.132013,0.152738,Ibk,Smote,No,No,19,35,259,34,0.351852,0.358491,0.626813,0.237605
ZOOKEEPER,8,0.244302,0.135335,0.132768,Random Forest,Smote,No,No,6,8,299,41,0.428571,0.127660,0.672777,0.144590
ZOOKEEPER,8,0.244302,0.135335,0.132768,Naive Bayes,Smote,No,No,12,20,287,35,0.375000,0.255319,0.781066,0.219889
ZOOKEEPER,8,0.244302,0.135335,0.132768,Ibk,Smote,No,No,13,69,238,34,0.158537,0.276596,0.565978,0.039412
ZOOKEEPER,9,0.284247,0.134974,0.078571,Random Forest,Smote,No,No,15,12,504,29,0.555556,0.340909,0.835690,0.385834
ZOOKEEPER,9,0.284247,0.134974,0.078571,Naive Bayes,Smote,No,No,22,32,484,22,0.407407,0.500000,0.884029,0.396744
ZOOKEEPER,9,0.284247,0.134974,0.078571,Ibk,Smote,No,No,5,100,416,39,0.047619,0.113636,0.477669,-0.049057
ZOOKEEPER,10,0.347439,0.124716,0.072183,Random Forest,Smote,No,No,9,11,516,32,0.450000,0.219512,0.683367,0.260058
ZOOKEEPER,10,0.347439,0.124716,0.072183,Naive Bayes,Smote,No,No,18,36,491,23,0.333333,0.439024,0.844981,0.323427
ZOOKEEPER,10,0.347439,0.124716,0.072183,Ibk,Smote,No,No,4,70,457,37,0.054054,0.097561,0.507197,-0.025721
ZOOKEEPER,11,0.411532,0.116534,0.148718,Random Forest,Smote,No,No,35,57,275,23,0.380435,0.603448,0.825016,0.347662
ZOOKEEPER,11,0.411532,0.116534,0.148718,Naive Bayes,Smote,No,No,38,49,283,20,0.436782,0.655172,0.855629,0.420767
ZOOKEEPER,11,0.411532,0.116534,0.148718,Ibk,Smote,No,No,37,78,254,21,0.321739,0.637931,0.704222,0.286717
ZOOKEEPER,12,0.455541,0.119643,0.174359,Random Forest,Smote,No,No,13,12,310,55,0.520000,0.191176,0.625571,0.205050
ZOOKEEPER,12,0.455541,0.119643,0.174359,Naive Bayes,Smote,No,No,13,7,315,55,0.650000,0.191176,0.553412,0.234810
ZOOKEEPER,12,0.455541,0.119643,0.174359,Ibk,Smote,No,No,17,19,303,51,0.472222,0.250000,0.600224,0.234522
ZOOKEEPER,13,0.499549,0.124464,0.061381,Random Forest,Smote,No,No,8,15,352,16,0.347826,0.333333,0.805461,0.298269
ZOOKEEPER,13,0.499549,0.124464,0.061381,Naive Bayes,Smote,No,No,11,34,333,13,0.244444,0.458333,0.795300,0.259559
ZOOKEEPER,13,0.499549,0.124464,0.061381,Ibk,Smote,No,No,8,27,340,16,0.228571,0.333333,0.635332,0.213942
ZOOKEEPER,14,0.543670,0.119344,0.061224,Random Forest,Smote,No,No,11,11,357,13,0.500000,0.458333,0.879699,0.445806
ZOOKEEPER,14,0.543670,0.119344,0.061224,Naive Bayes,Smote,No,No,13,33,335,11,0.282609,0.541667,0.754755,0.316424
ZOOKEEPER,14,0.543670,0.119344,0.061224,Ibk,Smote,No,No,10,15,353,14,0.400000,0.416667,0.698256,0.368725
ZOOKEEPER,15,0.587903,0.114971,0.148990,Random Forest,Smote,No,No,16,8,329,43,0.666667,0.271186,0.851255,0.327607
ZOOKEEPER,15,0.587903,0.114971,0.148990,Naive Bayes,Smote,No,No,27,20,317,32,0.574468,0.457627,0.769577,0.434752
ZOOKEEPER,15,0.587903,0.114971,0.148990,Ibk,Smote,No,No,17,26,311,42,0.395349,0.288136,0.614998,0.237556
ZOOKEEPER,16,0.632589,0.117374,0.151079,Random Forest,Smote,No,No,35,13,341,28,0.729167,0.555556,0.869608,0.575114
ZOOKEEPER,16,0.632589,0.117374,0.151079,Naive Bayes,Smote,No,No,30,20,334,33,0.600000,0.476190,0.801565,0.458587
ZOOKEEPER,16,0.632589,0.117374,0.151079,Ibk,Smote,No,No,33,112,242,30,0.227586,0.523810,0.618285,0.135133
ZOOKEEPER,17,0.679643,0.119708,0.120000,Random Forest,Smote,No,No,27,10,364,24,0.729730,0.529412,0.871238,0.570273
ZOOKEEPER,17,0.679643,0.119708,0.120000,Naive Bayes,Smote,No,No,27,27,347,24,0.500000,0.529412,0.838655,0.445893
ZOOKEEPER,17,0.679643,0.119708,0.120000,Ibk,Smote,No,No,34,142,232,17,0.193182,0.666667,0.643048,0.139424
ZOOKEEPER,18,0.727601,0.119727,0.093023,Random Forest,Smote,No,No,27,14,376,13,0.658537,0.675000,0.937436,0.632013
ZOOKEEPER,18,0.727601,0.119727,0.093023,Naive Bayes,Smote,No,No,23,34,356,17,0.403509,0.575000,0.840609,0.409690
ZOOKEEPER,18,0.727601,0.119727,0.093023,Ibk,Smote,No,No,19,59,331,21,0.243590,0.475000,0.681378,0.226966
ZOOKEEPER,19,0.776123,0.118058,0.102326,Random Forest,Smote,No,No,32,8,378,12,0.800000,0.727273,0.950306,0.736196
ZOOKEEPER,19,0.776123,0.118058,0.102326,Naive Bayes,Smote,No,No,26,32,354,18,0.448276,0.590909,0.867375,0.445247
ZOOKEEPER,19,0.776123,0.118058,0.102326,Ibk,Smote,No,No,27,13,373,17,0.675000,0.613636,0.804993,0.604294
ZOOKEEPER,20,0.824645,0.117132,0.231092,Random Forest,Smote,No,No,40,15,351,70,0.727273,0.363636,0.768728,0.391030
ZOOKEEPER,20,0.824645,0.117132,0.231092,Naive Bayes,Smote,No,No,46,39,327,64,0.541176,0.418182,0.695703,0.338532
ZOOKEEPER,20,0.824645,0.117132,0.231092,Ibk,Smote,No,No,23,11,355,87,0.676471,0.209091,0.611053,0.236080
ZOOKEEPER,21,0.878357,0.124101,0.163462,Random Forest,Smote,No,No,41,25,410,44,0.621212,0.482353,0.863124,0.466865
ZOOKEEPER,21,0.878357,0.124101,0.163462,Naive Bayes,Smote,No,No,42,32,403,43,0.567568,0.494118,0.835159,0.443652
ZOOKEEPER,21,0.878357,0.124101,0.163462,Ibk,Smote,No,No,41,76,359,44,0.350427,0.482353,0.663935,0.267176
ZOOKEEPER,22,0.937035,0.126566,0.277778,Random Forest,Smote,No,No,54,80,323,101,0.402985,0.348387,0.663788,0.156396
ZOOKEEPER,22,0.937035,0.126566,0.277778,Naive Bayes,Smote,No,No,76,25,378,79,0.752475,0.490323,0.816970,0.479711
ZOOKEEPER,22,0.937035,0.126566,0.277778,Ibk,Smote,No,No,125,270,133,30,0.316456,0.806452,0.569439,0.092437
ZOOKEEPER,1,0.021778,0.181347,0.131579,Random Forest,Smote,No,Sensitive threshold,26,162,36,4,0.138298,0.866667,0.524242,0.014991
ZOOKEEPER,1,0.021778,0.181347,0.131579,Naive Bayes,Smote,No,Sensitive threshold,11,19,179,19,0.366667,0.366667,0.635354,0.270707
ZOOKEEPER,1,0.021778,0.181347,0.131579,Ibk,Smote,No,Sensitive threshold,8,37,161,22,0.177778,0.266667,0.539899,0.065833
ZOOKEEPER,2,0.047506,0.154394,0.092105,Random Forest,Smote,No,Sensitive threshold,8,104,103,13,0.071429,0.380952,0.439268,-0.041218
ZOOKEEPER,2,0.047506,0.154394,0.092105,Naive Bayes,Smote,No,Sensitive threshold,1,3,204,20,0.250000,0.047619,0.516563,0.052061
ZOOKEEPER,2,0.047506,0.154394,0.092105,Ibk,Smote,No,Sensitive threshold,4,45,162,17,0.081633,0.190476,0.486542,-0.016832
ZOOKEEPER,3,0.073234,0.132512,0.151079,Random Forest,Smote,No,Sensitive threshold,36,155,81,6,0.188482,0.857143,0.600182,0.081510
ZOOKEEPER,3,0.073234,0.132512,0.151079,Naive Bayes,Smote,No,Sensitive threshold,24,46,190,18,0.342857,0.571429,0.688257,0.295534
ZOOKEEPER,3,0.073234,0.132512,0.151079,Ibk,Smote,No,Sensitive threshold,20,75,161,22,0.210526,0.476190,0.579197,0.104298
ZOOKEEPER,4,0.104604,0.138080,0.109541,Random Forest,Smote,No,Sensitive threshold,29,184,68,2,0.136150,0.935484,0.602663,0.057444
ZOOKEEPER,4,0.104604,0.138080,0.109541,Naive Bayes,Smote,No,Sensitive threshold,21,29,223,10,0.420000,0.677419,0.781170,0.443223
ZOOKEEPER,4,0.104604,0.138080,0.109541,Ibk,Smote,No,Sensitive threshold,19,159,93,12,0.106742,0.612903,0.490975,-0.005861
ZOOKEEPER,5,0.136538,0.131405,0.194079,Random Forest,Smote,No,Sensitive threshold,44,89,156,15,0.330827,0.745763,0.691249,0.259127
ZOOKEEPER,5,0.136538,0.131405,0.194079,Naive Bayes,Smote,No,Sensitive threshold,27,22,223,32,0.551020,0.457627,0.683916,0.393124
ZOOKEEPER,5,0.136538,0.131405,0.194079,Ibk,Smote,No,Sensitive threshold,28,85,160,31,0.247788,0.474576,0.563819,0.094727
ZOOKEEPER,6,0.170842,0.143989,0.072368,Random Forest,Smote,No,Sensitive threshold,1,0,282,21,1.000000,0.045455,0.522727,0.081174
ZOOKEEPER,6,0.170842,0.143989,0.072368,Naive Bayes,Smote,No,Sensitive threshold,7,24,258,15,0.225806,0.318182,0.616538,0.196094
ZOOKEEPER,6,0.170842,0.143989,0.072368,Ibk,Smote,No,Sensitive threshold,0,0,282,22,NaN,0.000000,0.500000,0.000000
ZOOKEEPER,7,0.205146,0.132013,0.152738,Random Forest,Smote,No,Sensitive threshold,41,130,164,12,0.239766,0.773585,0.665704,0.173283
ZOOKEEPER,7,0.205146,0.132013,0.152738,Naive Bayes,Smote,No,Sensitive threshold,30,44,250,23,0.405405,0.566038,0.708189,0.358206
ZOOKEEPER,7,0.205146,0.132013,0.152738,Ibk,Smote,No,Sensitive threshold,19,35,259,34,0.351852,0.358491,0.619721,0.237605
ZOOKEEPER,8,0.244302,0.135335,0.132768,Random Forest,Smote,No,Sensitive threshold,38,251,56,9,0.131488,0.808511,0.495461,-0.002855
ZOOKEEPER,8,0.244302,0.135335,0.132768,Naive Bayes,Smote,No,Sensitive threshold,15,26,281,32,0.365854,0.319149,0.617229,0.247857
ZOOKEEPER,8,0.244302,0.135335,0.132768,Ibk,Smote,No,Sensitive threshold,13,69,238,34,0.158537,0.276596,0.525920,0.039412
ZOOKEEPER,9,0.284247,0.134974,0.078571,Random Forest,Smote,No,Sensitive threshold,35,160,356,9,0.179487,0.795455,0.742689,0.188893
ZOOKEEPER,9,0.284247,0.134974,0.078571,Naive Bayes,Smote,No,Sensitive threshold,23,43,473,21,0.348485,0.522727,0.719697,0.357614
ZOOKEEPER,9,0.284247,0.134974,0.078571,Ibk,Smote,No,Sensitive threshold,5,100,416,39,0.047619,0.113636,0.459919,-0.049057
ZOOKEEPER,10,0.347439,0.124716,0.072183,Random Forest,Smote,No,Sensitive threshold,27,128,399,14,0.174194,0.658537,0.707826,0.182137
ZOOKEEPER,10,0.347439,0.124716,0.072183,Naive Bayes,Smote,No,Sensitive threshold,25,47,480,16,0.347222,0.609756,0.760286,0.385999
ZOOKEEPER,10,0.347439,0.124716,0.072183,Ibk,Smote,No,Sensitive threshold,4,70,457,37,0.054054,0.097561,0.482367,-0.025721
ZOOKEEPER,11,0.411532,0.116534,0.148718,Random Forest,Smote,No,Sensitive threshold,54,145,187,4,0.271357,0.931034,0.747144,0.246753
ZOOKEEPER,11,0.411532,0.116534,0.148718,Naive Bayes,Smote,No,Sensitive threshold,40,60,272,18,0.400000,0.689655,0.754466,0.391843
ZOOKEEPER,11,0.411532,0.116534,0.148718,Ibk,Smote,No,Sensitive threshold,37,78,254,21,0.321739,0.637931,0.701496,0.286717
ZOOKEEPER,12,0.455541,0.119643,0.174359,Random Forest,Smote,No,Sensitive threshold,46,178,144,22,0.205357,0.676471,0.561838,0.064928
ZOOKEEPER,12,0.455541,0.119643,0.174359,Naive Bayes,Smote,No,Sensitive threshold,13,9,313,55,0.590909,0.191176,0.581613,0.222624
ZOOKEEPER,12,0.455541,0.119643,0.174359,Ibk,Smote,No,Sensitive threshold,17,19,303,51,0.472222,0.250000,0.595497,0.234522
ZOOKEEPER,13,0.499549,0.124464,0.061381,Random Forest,Smote,No,Sensitive threshold,24,176,191,0,0.120000,1.000000,0.760218,0.117563
ZOOKEEPER,13,0.499549,0.124464,0.061381,Naive Bayes,Smote,No,Sensitive threshold,12,46,321,12,0.206897,0.500000,0.687330,0.225425
ZOOKEEPER,13,0.499549,0.124464,0.061381,Ibk,Smote,No,Sensitive threshold,8,34,333,16,0.190476,0.333333,0.620345,0.178226
ZOOKEEPER,14,0.543670,0.119344,0.061224,Random Forest,Smote,No,Sensitive threshold,19,56,312,5,0.253333,0.791667,0.819746,0.320836
ZOOKEEPER,14,0.543670,0.119344,0.061224,Naive Bayes,Smote,No,Sensitive threshold,14,44,324,10,0.241379,0.583333,0.731884,0.279019
ZOOKEEPER,14,0.543670,0.119344,0.061224,Ibk,Smote,No,Sensitive threshold,10,15,353,14,0.400000,0.416667,0.687953,0.368725
ZOOKEEPER,15,0.587903,0.114971,0.148990,Random Forest,Smote,No,Sensitive threshold,41,52,285,18,0.440860,0.694915,0.770306,0.436791
ZOOKEEPER,15,0.587903,0.114971,0.148990,Naive Bayes,Smote,No,Sensitive threshold,30,27,310,29,0.526316,0.508475,0.714178,0.434430
ZOOKEEPER,15,0.587903,0.114971,0.148990,Ibk,Smote,No,Sensitive threshold,17,26,311,42,0.395349,0.288136,0.605492,0.237556
ZOOKEEPER,16,0.632589,0.117374,0.151079,Random Forest,Smote,No,Sensitive threshold,54,97,257,9,0.357616,0.857143,0.791566,0.370449
ZOOKEEPER,16,0.632589,0.117374,0.151079,Naive Bayes,Smote,No,Sensitive threshold,33,25,329,30,0.568966,0.523810,0.726594,0.468470
ZOOKEEPER,16,0.632589,0.117374,0.151079,Ibk,Smote,No,Sensitive threshold,33,113,241,30,0.226027,0.523810,0.602300,0.132728
ZOOKEEPER,17,0.679643,0.119708,0.120000,Random Forest,Smote,No,Sensitive threshold,41,99,275,10,0.292857,0.803922,0.769608,0.307497
ZOOKEEPER,17,0.679643,0.119708,0.120000,Naive Bayes,Smote,No,Sensitive threshold,29,37,337,22,0.439394,0.568627,0.734848,0.416766
ZOOKEEPER,17,0.679643,0.119708,0.120000,Ibk,Smote,No,Sensitive threshold,34,143,231,17,0.192090,0.666667,0.642157,0.137559
ZOOKEEPER,18,0.727601,0.119727,0.093023,Random Forest,Smote,No,Sensitive threshold,39,85,305,1,0.314516,0.975000,0.878526,0.389769
ZOOKEEPER,18,0.727601,0.119727,0.093023,Naive Bayes,Smote,No,Sensitive threshold,25,41,349,15,0.378788,0.625000,0.759936,0.402481
ZOOKEEPER,18,0.727601,0.119727,0.093023,Ibk,Smote,No,Sensitive threshold,19,59,331,21,0.243590,0.475000,0.661859,0.226966
ZOOKEEPER,19,0.776123,0.118058,0.102326,Random Forest,Smote,No,Sensitive threshold,41,48,338,3,0.460674,0.931818,0.903733,0.555695
ZOOKEEPER,19,0.776123,0.118058,0.102326,Naive Bayes,Smote,No,Sensitive threshold,27,36,350,17,0.428571,0.613636,0.760186,0.436811
ZOOKEEPER,19,0.776123,0.118058,0.102326,Ibk,Smote,No,Sensitive threshold,27,13,373,17,0.675000,0.613636,0.789979,0.604294
ZOOKEEPER,20,0.824645,0.117132,0.231092,Random Forest,Smote,No,Sensitive threshold,73,79,287,37,0.480263,0.663636,0.723895,0.395039
ZOOKEEPER,20,0.824645,0.117132,0.231092,Naive Bayes,Smote,No,Sensitive threshold,48,49,317,62,0.494845,0.436364,0.651242,0.315525
ZOOKEEPER,20,0.824645,0.117132,0.231092,Ibk,Smote,No,Sensitive threshold,23,11,355,87,0.676471,0.209091,0.589518,0.236080
ZOOKEEPER,21,0.878357,0.124101,0.163462,Random Forest,Smote,No,Sensitive threshold,76,150,285,9,0.336283,0.894118,0.774645,0.329440
ZOOKEEPER,21,0.878357,0.124101,0.163462,Naive Bayes,Smote,No,Sensitive threshold,46,40,395,39,0.534884,0.541176,0.724611,0.447106
ZOOKEEPER,21,0.878357,0.124101,0.163462,Ibk,Smote,No,Sensitive threshold,41,78,357,44,0.344538,0.482353,0.651521,0.261037
ZOOKEEPER,22,0.937035,0.126566,0.277778,Random Forest,Smote,No,Sensitive threshold,139,260,143,16,0.348371,0.896774,0.625806,0.169509
ZOOKEEPER,22,0.937035,0.126566,0.277778,Naive Bayes,Smote,No,Sensitive threshold,83,33,370,72,0.715517,0.535484,0.726799,0.491662
ZOOKEEPER,22,0.937035,0.126566,0.277778,Ibk,Smote,No,Sensitive threshold,125,271,132,30,0.315657,0.806452,0.566998,0.090634
ZOOKEEPER,1,0.021778,0.181347,0.131579,Random Forest,Smote,No,Sensitive learning,21,75,123,9,0.218750,0.700000,0.696801,0.166144
ZOOKEEPER,1,0.021778,0.181347,0.131579,Naive Bayes,Smote,No,Sensitive learning,11,19,179,19,0.366667,0.366667,0.773906,0.270707
ZOOKEEPER,1,0.021778,0.181347,0.131579,Ibk,Smote,No,Sensitive learning,8,37,161,22,0.177778,0.266667,0.571380,0.065833
ZOOKEEPER,2,0.047506,0.154394,0.092105,Random Forest,Smote,No,Sensitive learning,7,24,183,14,0.225806,0.333333,0.489648,0.179079
ZOOKEEPER,2,0.047506,0.154394,0.092105,Naive Bayes,Smote,No,Sensitive learning,1,3,204,20,0.250000,0.047619,0.403842,0.052061
ZOOKEEPER,2,0.047506,0.154394,0.092105,Ibk,Smote,No,Sensitive learning,4,45,162,17,0.081633,0.190476,0.489073,-0.016832
ZOOKEEPER,3,0.073234,0.132512,0.151079,Random Forest,Smote,No,Sensitive learning,27,83,153,15,0.245455,0.642857,0.690880,0.174824
ZOOKEEPER,3,0.073234,0.132512,0.151079,Naive Bayes,Smote,No,Sensitive learning,24,46,190,18,0.342857,0.571429,0.723063,0.295534
ZOOKEEPER,3,0.073234,0.132512,0.151079,Ibk,Smote,No,Sensitive learning,20,75,161,22,0.210526,0.476190,0.586864,0.104298
ZOOKEEPER,4,0.104604,0.138080,0.109541,Random Forest,Smote,No,Sensitive learning,20,49,203,11,0.289855,0.645161,0.793267,0.293148
ZOOKEEPER,4,0.104604,0.138080,0.109541,Naive Bayes,Smote,No,Sensitive learning,21,29,223,10,0.420000,0.677419,0.846774,0.443223
ZOOKEEPER,4,0.104604,0.138080,0.109541,Ibk,Smote,No,Sensitive learning,19,159,93,12,0.106742,0.612903,0.493280,-0.005861
ZOOKEEPER,5,0.136538,0.131405,0.194079,Random Forest,Smote,No,Sensitive learning,34,14,231,25,0.708333,0.576271,0.863646,0.558666
ZOOKEEPER,5,0.136538,0.131405,0.194079,Naive Bayes,Smote,No,Sensitive learning,27,22,223,32,0.551020,0.457627,0.789277,0.393124
ZOOKEEPER,5,0.136538,0.131405,0.194079,Ibk,Smote,No,Sensitive learning,28,85,160,31,0.247788,0.474576,0.560325,0.094727
ZOOKEEPER,6,0.170842,0.143989,0.072368,Random Forest,Smote,No,Sensitive learning,0,0,282,22,NaN,0.000000,0.619520,0.000000
ZOOKEEPER,6,0.170842,0.143989,0.072368,Naive Bayes,Smote,No,Sensitive learning,7,24,258,15,0.225806,0.318182,0.693182,0.196094
ZOOKEEPER,6,0.170842,0.143989,0.072368,Ibk,Smote,No,Sensitive learning,0,0,282,22,NaN,0.000000,0.493230,0.000000
ZOOKEEPER,7,0.205146,0.132013,0.152738,Random Forest,Smote,No,Sensitive learning,31,64,230,22,0.326316,0.584906,0.774451,0.277188
ZOOKEEPER,7,0.205146,0.132013,0.152738,Naive Bayes,Smote,No,Sensitive learning,30,44,250,23,0.405405,0.566038,0.820883,0.358206
ZOOKEEPER,7,0.205146,0.132013,0.152738,Ibk,Smote,No,Sensitive learning,19,35,259,34,0.351852,0.358491,0.626813,0.237605
ZOOKEEPER,8,0.244302,0.135335,0.132768,Random Forest,Smote,No,Sensitive learning,17,31,276,30,0.354167,0.361702,0.729780,0.258397
ZOOKEEPER,8,0.244302,0.135335,0.132768,Naive Bayes,Smote,No,Sensitive learning,15,26,281,32,0.365854,0.319149,0.781066,0.247857
ZOOKEEPER,8,0.244302,0.135335,0.132768,Ibk,Smote,No,Sensitive learning,13,69,238,34,0.158537,0.276596,0.565978,0.039412
ZOOKEEPER,9,0.284247,0.134974,0.078571,Random Forest,Smote,No,Sensitive learning,27,45,471,17,0.375000,0.613636,0.851238,0.407751
ZOOKEEPER,9,0.284247,0.134974,0.078571,Naive Bayes,Smote,No,Sensitive learning,23,43,473,21,0.348485,0.522727,0.884117,0.357614
ZOOKEEPER,9,0.284247,0.134974,0.078571,Ibk,Smote,No,Sensitive learning,5,100,416,39,0.047619,0.113636,0.477669,-0.049057
ZOOKEEPER,10,0.347439,0.124716,0.072183,Random Forest,Smote,No,Sensitive learning,16,56,471,25,0.222222,0.390244,0.714861,0.210570
ZOOKEEPER,10,0.347439,0.124716,0.072183,Naive Bayes,Smote,No,Sensitive learning,25,47,480,16,0.347222,0.609756,0.845096,0.385999
ZOOKEEPER,10,0.347439,0.124716,0.072183,Ibk,Smote,No,Sensitive learning,4,70,457,37,0.054054,0.097561,0.507197,-0.025721
ZOOKEEPER,11,0.411532,0.116534,0.148718,Random Forest,Smote,No,Sensitive learning,41,80,252,17,0.338843,0.706897,0.805723,0.321727
ZOOKEEPER,11,0.411532,0.116534,0.148718,Naive Bayes,Smote,No,Sensitive learning,40,60,272,18,0.400000,0.689655,0.855629,0.391843
ZOOKEEPER,11,0.411532,0.116534,0.148718,Ibk,Smote,No,Sensitive learning,37,78,254,21,0.321739,0.637931,0.704222,0.286717
ZOOKEEPER,12,0.455541,0.119643,0.174359,Random Forest,Smote,No,Sensitive learning,25,49,273,43,0.337838,0.367647,0.645438,0.208227
ZOOKEEPER,12,0.455541,0.119643,0.174359,Naive Bayes,Smote,No,Sensitive learning,13,9,313,55,0.590909,0.191176,0.553412,0.222624
ZOOKEEPER,12,0.455541,0.119643,0.174359,Ibk,Smote,No,Sensitive learning,17,19,303,51,0.472222,0.250000,0.600224,0.234522
ZOOKEEPER,13,0.499549,0.124464,0.061381,Random Forest,Smote,No,Sensitive learning,11,38,329,13,0.224490,0.458333,0.795413,0.238632
ZOOKEEPER,13,0.499549,0.124464,0.061381,Naive Bayes,Smote,No,Sensitive learning,12,46,321,12,0.206897,0.500000,0.794959,0.225425
ZOOKEEPER,13,0.499549,0.124464,0.061381,Ibk,Smote,No,Sensitive learning,8,34,333,16,0.190476,0.333333,0.635332,0.178226
ZOOKEEPER,14,0.543670,0.119344,0.061224,Random Forest,Smote,No,Sensitive learning,15,27,341,9,0.357143,0.625000,0.890285,0.408451
